_id,location,sex,musical_background,nationality,visual_impairments,musical_expertise,hearing_impairments,age,critical_reaction,control_activity,control_tension,control_engagement,control_positivity,control_like_dislike,song_chillsshiversthrills,song_activity,song_tension,song_familiarity,song_engagement,song_positivity,song_like_dislike,song_inspired,song_wonder,song_spirituality,song_thrills,song_chills,song_tenderness,song_nostalgia,song_goosebumps,song_overwhelmed,song_shivers,control_power,song_transcendence,song_sadness,song_joyfulactivation,song_peacefulness,song_power,language,personality_trusting,personality_artistic,personality_imagination,personality_reserved,personality_outgoing,personality_lazy,personality_stress,personality_nervous,personality_fault,personality_thorough,concentration,song,musicpref_traditional_irish,musicpref_jazz,musicpref_folk,musicpref_hiphop,musicpref_classical,musicpref_none,musicpref_rock,musicpref_hip_hop,musicpref_world,musicpref_pop,musicpref_dance
5410f69308ad6ee3090e387a,dublin,female,0,other,0,0,0,41.0,False,0,0,0,0,0,3,4,4,4,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,1,0,0,0,0,0,0,0,0,0
5410f69508ad6ee3090e3892,dublin,male,0,irish,0,0,0,41.0,False,0,0,0,0,0,1,4,1,4,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,1,0,0,1,1
5410f6d008ad6ee3090e3994,dublin,male,0,other,0,0,0,25.0,False,0,0,0,0,0,0,4,5,5,1,2,1,5,2,3,1,2,2,4,3,1,4,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,1,0,1,1,0
5410f6d008ad6ee3090e3998,dublin,female,0,irish,0,0,0,21.0,True,0,0,0,0,0,0,2,4,4,2,1,2,4,2,4,4,3,4,3,3,2,3,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,1,0,0,1,1
5410f6d008ad6ee3090e399c,dublin,male,0,irish,0,0,0,20.0,False,0,0,0,0,0,0,5,3,2,4,4,3,3,4,1,1,4,4,1,3,2,2,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,1,1,0,0,0,0,1,0,0,1,1
5410f6d108ad6ee3090e39ad,dublin,male,0,british,0,0,0,32.0,True,0,0,0,0,0,0,3,4,5,1,4,1,4,5,4,1,4,5,5,4,4,3,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,1,0,0,0,0,0
5410f6fd08ad6ee3090e3a51,dublin,female,1,irish,0,3,0,19.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,1,0,0,0,0,1,0
5410f76508ad6ee3090e3c03,dublin,male,0,british,0,0,0,16.0,False,0,0,0,0,0,0,4,5,5,2,2,2,1,1,4,1,1,3,1,1,1,1,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,1,0,0,0,0
5410f76608ad6ee3090e3c09,dublin,male,0,irish,0,0,0,26.0,False,0,0,0,0,0,0,2,2,4,2,4,4,1,3,4,1,4,5,2,2,4,2,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,1,0,1,0,0,1,1
5410f76608ad6ee3090e3c0d,dublin,male,0,other,0,0,1,32.0,False,0,0,0,0,0,0,3,4,4,4,2,2,3,2,3,1,1,3,4,2,1,1,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,1,0,0,0,0,1,1,1,1,1
5410f76608ad6ee3090e3c16,dublin,male,0,irish,0,0,0,27.0,True,0,0,0,0,0,0,3,4,5,1,1,1,5,5,5,3,4,4,5,1,3,4,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,0,0,0,0,1
5410f76708ad6ee3090e3c1a,dublin,male,0,irish,0,0,1,33.0,False,0,0,0,0,0,0,4,3,3,4,4,4,2,2,4,1,2,4,2,1,3,2,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,0,0,0,0,1
5410f76708ad6ee3090e3c1f,dublin,male,0,irish,0,0,0,59.0,False,0,0,0,0,0,0,3,3,3,5,3,3,1,1,2,1,1,2,1,1,1,1,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,1,0,0,0,1,0,1,0,0,0,0
5410f7b408ad6ee3090e3d16,dublin,male,0,irish,0,0,0,31.0,False,0,0,0,0,0,4,1,3,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,1,0,0,0,1
5410f7b408ad6ee3090e3d1c,dublin,male,0,irish,0,0,0,21.0,True,0,0,0,0,0,2,4,4,4,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,1,1,0,1,0
5410f7b508ad6ee3090e3d2a,dublin,male,0,irish,0,0,0,41.0,True,0,0,0,0,0,3,4,5,5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,1,0,0,0,0
5410f7b508ad6ee3090e3d30,dublin,female,0,other,0,0,1,21.0,False,0,0,0,0,0,2,4,5,5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,1,0,0,0,0,1,1
5410f7fc08ad6ee3090e3e4e,dublin,male,0,british,0,0,0,25.0,False,0,0,0,0,0,0,5,4,4,1,3,2,2,4,4,4,4,5,5,3,4,1,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,1,0,0,1,0
5410f7fc08ad6ee3090e3e51,dublin,male,0,other,0,0,0,29.0,False,0,0,0,0,0,0,5,3,2,5,4,5,1,1,2,1,1,2,1,1,1,1,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,0,0,1,1,1
5410f7fc08ad6ee3090e3e55,dublin,female,0,irish,0,0,0,42.0,False,0,0,0,0,0,0,4,4,5,2,3,3,1,1,1,1,1,2,4,1,1,1,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,0,0,1,0,0
5410f7fd08ad6ee3090e3e60,dublin,male,0,other,0,0,0,25.0,False,0,0,0,0,0,0,2,3,4,2,2,2,4,3,3,3,2,3,3,3,3,1,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,1,0,1,1,0
5410f7fd08ad6ee3090e3e67,dublin,male,0,irish,0,0,0,23.0,False,0,0,0,0,0,0,3,5,5,2,1,2,4,4,4,2,4,4,5,3,3,4,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,1,0,0,1,0,1,0,1,1,1
5410f82f08ad6ee3090e3f2f,dublin,male,0,other,0,0,0,31.0,False,0,0,0,0,0,1,4,4,3,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,1,0,0,0,0
5410f88108ad6ee3090e406f,dublin,female,0,british,0,0,0,21.0,True,0,0,0,0,0,0,3,5,4,1,3,2,2,4,2,1,2,1,4,2,3,1,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,1,0,0,0,0,1,0,1,1,1
5410f88208ad6ee3090e4076,dublin,female,0,irish,0,0,0,25.0,True,0,0,0,0,0,0,4,4,5,1,4,1,4,4,3,3,3,4,5,3,4,4,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,1,1,0,1,1
5410f88208ad6ee3090e407b,dublin,female,0,irish,0,0,1,27.0,False,0,0,0,0,0,0,4,4,5,1,3,1,2,4,4,2,1,2,4,3,4,2,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,1,0,0,0,0,0,1,0,0,1,0
5410f88308ad6ee3090e408d,dublin,male,0,irish,0,0,0,23.0,False,0,0,0,0,0,0,4,5,4,2,3,2,4,3,3,1,2,3,4,2,2,2,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,1,0,0,1,0,1,0,0,1,0
5410f8da08ad6ee3090e4127,dublin,female,1,other,0,3,0,35.0,False,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,4,4,0,0,0,0,3,3,4,5,3,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,1,1,0,0,1,0,1,0,1,1,0
5410f8da08ad6ee3090e4132,dublin,female,0,irish,0,1,0,40.0,False,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,3,4,0,0,0,0,3,1,4,3,3,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,0,0,1,0,0
5410f91208ad6ee3090e41cf,dublin,female,0,irish,0,0,0,21.0,False,0,0,0,0,0,3,3,2,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,1,0,0,0,0
5410f91208ad6ee3090e41d9,dublin,male,0,irish,0,0,0,41.0,False,0,0,0,0,0,4,4,5,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,1,0,0,0,0
5410f93408ad6ee3090e426d,dublin,female,0,other,0,1,0,34.0,False,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,5,0,0,0,0,2,5,1,2,1,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,1,0,0,0,0,0
5410f95308ad6ee3090e42c1,dublin,male,0,irish,0,0,0,21.0,False,0,0,0,0,0,1,4,5,5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,1,0,0,0,0,0,0,1,0,1,0
5410f9cf08ad6ee3090e4499,dublin,male,0,other,0,0,0,15.0,False,0,0,0,0,0,0,3,4,3,1,2,2,4,3,3,1,1,4,5,2,4,1,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,1,1,0,1,0
5410f9d008ad6ee3090e44a5,dublin,female,0,irish,0,0,0,19.0,False,0,0,0,0,0,0,4,5,1,1,2,1,1,3,5,1,4,5,1,3,1,4,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,1,1,0,1,1
5410f9d108ad6ee3090e44b6,dublin,female,0,other,0,0,0,22.0,True,0,0,0,0,0,0,3,5,5,1,1,1,3,2,1,2,2,4,4,1,1,2,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,1,1,0,0,1,0,1,1,1,1,0
5410f9f708ad6ee3090e4533,dublin,male,0,irish,0,0,0,41.0,False,0,0,0,0,0,3,3,5,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,1,1,0,0,0,0,1,0,1,1,1
5410f9f808ad6ee3090e4547,dublin,male,0,irish,0,0,0,41.0,False,0,0,0,0,0,2,4,5,4,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,1,0,0,0,0
5410fa6308ad6ee3090e46d2,dublin,female,0,irish,0,0,0,17.0,True,0,0,0,0,0,0,4,5,4,1,2,1,3,2,3,3,4,4,4,4,2,3,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,1,1,0,0,1,0,0,0,1,0,0
5410fa6308ad6ee3090e46d5,dublin,female,0,irish,0,0,0,17.0,False,0,0,0,0,0,0,4,4,5,2,2,2,3,4,4,3,1,2,3,3,3,1,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,0,0,0,1,0
5410fa6308ad6ee3090e46dd,dublin,male,0,irish,0,0,0,22.0,False,0,0,0,0,0,0,5,5,4,2,2,2,1,1,1,1,1,1,1,1,2,1,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,1,0,0,0,0,0,1,1,0,0,1
5410fa6408ad6ee3090e46e0,dublin,female,0,irish,0,0,0,23.0,True,0,0,0,0,0,0,2,2,4,5,5,5,1,2,2,1,1,1,2,1,1,1,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,1,1,0,1,0
5410fa6408ad6ee3090e46e4,dublin,female,0,irish,0,0,0,25.0,True,0,0,0,0,0,0,3,4,4,1,2,1,3,3,4,1,1,4,5,1,3,1,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,1,1,0,0,1,0,1,1,1,1,1
5410fa6408ad6ee3090e46ee,dublin,male,0,irish,0,0,1,11.0,True,0,0,0,0,0,0,1,5,4,1,1,1,5,1,5,1,1,3,5,1,5,1,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,1,0,0,0,0
5410fa6508ad6ee3090e46f4,dublin,male,0,irish,0,0,0,21.0,False,0,0,0,0,0,0,5,4,3,4,3,2,2,1,1,1,1,1,2,1,1,1,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,1,0,1,0,0,0,1
5410fa8808ad6ee3090e476b,dublin,male,1,other,0,4,0,23.0,False,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,3,4,0,0,0,0,3,4,3,4,3,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,1,0,0,1,0
5410fa8808ad6ee3090e476f,dublin,male,0,other,0,4,0,20.0,False,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,3,4,0,0,0,0,4,4,1,4,2,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,1,0,1,0,0,0,0
5410fa8808ad6ee3090e4776,dublin,female,0,other,0,3,0,22.0,False,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,4,4,0,0,0,0,3,2,1,4,3,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,1,0,0,0,0,0
5410fab008ad6ee3090e47f0,dublin,female,0,irish,0,0,0,18.0,False,0,0,0,0,0,1,4,4,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,0,0,0,1,0
5410fab108ad6ee3090e47f8,dublin,female,0,other,0,0,1,21.0,False,0,0,0,0,0,2,4,4,1,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,0,0,1,0,0
5410fb2e08ad6ee3090e49ce,dublin,male,0,british,0,0,0,33.0,False,0,0,0,0,0,0,3,4,4,3,2,2,2,2,1,1,2,1,1,2,1,2,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,1,0,1,0,1
5410fb2f08ad6ee3090e49d7,dublin,female,0,other,0,0,0,28.0,True,0,0,0,0,0,0,1,5,5,1,1,1,4,1,3,1,3,4,4,3,1,3,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,0,0,1,1,1
5410fb2f08ad6ee3090e49da,dublin,female,0,other,0,0,0,42.0,True,0,0,0,0,0,0,5,4,2,3,3,2,4,3,4,1,1,4,4,2,1,1,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,1,0,1,0,0,1,1
5410fb3008ad6ee3090e49e7,dublin,female,0,other,0,0,0,28.0,False,0,0,0,0,0,0,4,4,4,1,4,1,4,2,3,1,4,5,5,5,1,4,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,1,0,0,1,0,1,1,1,1,1
5410fb3f08ad6ee3090e4a1a,dublin,female,0,other,0,1,0,31.0,False,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,3,4,0,0,0,0,4,4,1,3,4,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,1,0,0,1,0
5410fb3f08ad6ee3090e4a25,dublin,female,0,other,0,1,0,33.0,False,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,1,2,0,0,0,0,4,4,1,3,4,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,1,0,0,0,0,0,0,1,1,1
5410fba208ad6ee3090e4b9c,dublin,female,0,irish,0,0,0,18.0,False,0,0,0,0,0,0,4,2,3,2,4,2,1,1,2,1,1,3,4,1,3,1,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,0,0,0,1,0
5410fba308ad6ee3090e4ba2,dublin,male,0,irish,0,0,0,29.0,True,0,0,0,0,0,0,2,2,4,2,2,2,2,2,1,2,1,2,3,2,2,1,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,1,0,0,1,0,1,0,1,1,1
5410fba308ad6ee3090e4ba3,dublin,male,0,irish,0,0,0,24.0,False,0,0,0,0,0,0,3,4,4,2,2,2,4,3,3,2,1,3,2,4,3,1,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,1,0,0,0,0,0,1,0,1,1,0
5410fba308ad6ee3090e4baa,dublin,female,0,irish,0,0,0,43.0,False,0,0,0,0,0,0,5,5,5,1,4,1,1,5,5,1,4,5,5,3,5,4,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,0,0,0,1,0
5410fbaf08ad6ee3090e4bd4,dublin,male,1,other,0,3,1,22.0,False,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,5,5,0,0,0,0,5,1,2,4,3,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,1,0,0,1,0
5410fc0508ad6ee3090e4cef,dublin,male,0,irish,0,0,0,21.0,True,0,0,0,0,0,1,5,5,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,1,0,0,0,0
5410fc0708ad6ee3090e4d0f,dublin,female,0,other,0,0,0,21.0,True,0,0,0,0,0,5,4,2,5,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,1,0,1,0,0,1,0
5410fc0708ad6ee3090e4d18,dublin,male,0,other,0,0,0,51.0,False,0,0,0,0,0,1,4,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,1,0,0,1,0
5410fc0808ad6ee3090e4d23,dublin,female,0,other,0,0,1,21.0,False,0,0,0,0,0,3,3,5,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,1,0,1,1,0
5410fc0908ad6ee3090e4d43,dublin,female,0,other,0,0,0,71.0,True,0,0,0,0,0,5,3,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,1,0,0,0,1,0,1,0,0,0,0
5410fc6508ad6ee3090e4e96,dublin,male,0,irish,0,0,0,24.0,True,0,0,0,0,0,0,3,2,3,1,2,2,3,2,1,3,2,4,3,4,3,2,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,1,1,0,0,0
5410fc6508ad6ee3090e4e9a,dublin,male,0,british,0,0,0,20.0,False,0,0,0,0,0,0,3,1,3,1,4,2,3,4,4,4,4,4,5,3,4,4,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,1,0,0,0,0
5410fc6708ad6ee3090e4eb4,dublin,female,0,british,0,0,0,27.0,False,0,0,0,0,0,0,4,4,3,2,2,1,3,5,3,4,4,4,5,1,4,1,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,1,1,0,1,1
5410fcb808ad6ee3090e4fc1,dublin,male,0,irish,0,0,1,21.0,True,0,0,0,0,0,4,3,2,3,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,1,0,0,0,0,0,0,0,0,0,0
5410fcb908ad6ee3090e4fcd,dublin,male,0,other,0,0,0,21.0,False,0,0,0,0,0,2,4,4,2,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,1,0,0,0,0
5410fcba08ad6ee3090e4fdc,dublin,female,0,irish,0,0,0,31.0,False,0,0,0,0,0,5,2,5,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,1,0,0,0,0
5410fd1708ad6ee3090e514b,dublin,female,0,irish,0,0,0,45.0,False,0,0,0,0,0,0,4,5,4,3,3,3,2,1,1,1,2,2,2,2,1,1,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,1,0,0,1,0,0,0,1,0,0
5410fd1808ad6ee3090e5150,dublin,male,0,other,0,0,1,32.0,False,0,0,0,0,0,0,3,4,5,1,2,1,4,4,5,3,3,4,4,3,1,3,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,1,0,1,1,0,1,0
5410fd5c08ad6ee3090e5223,dublin,male,0,irish,0,0,0,32.0,True,0,0,0,0,0,3,3,3,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,1,1,0,0,1,0,1,1,1,1,0
5410fd5c08ad6ee3090e522d,dublin,female,0,other,0,0,0,21.0,False,0,0,0,0,0,4,3,3,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,0,0,0,1,0
5410fda608ad6ee3090e5348,dublin,male,0,irish,0,0,0,21.0,True,0,0,0,0,0,1,3,3,3,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,1,0,0,0,0
5410fda608ad6ee3090e534e,dublin,female,0,irish,0,0,0,61.0,False,0,0,0,0,0,2,4,4,3,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,1,0,0,1,0,1,0,0,1,0
5410fda608ad6ee3090e5354,dublin,male,0,other,0,0,0,41.0,False,0,0,0,0,0,2,4,4,4,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,0,0,0,1,0
5410fda708ad6ee3090e5362,dublin,male,0,irish,0,0,0,31.0,False,0,0,0,0,0,1,3,4,3,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,1,1,0,0,1,0,1,1,0,1,1
5410fe0208ad6ee3090e54c4,dublin,female,0,other,0,0,0,12.0,True,0,0,0,0,0,0,4,4,4,3,2,2,2,2,3,1,1,3,1,1,1,1,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,1,1,0,1,0
5410fe3c08ad6ee3090e55a2,dublin,male,0,irish,0,0,0,41.0,False,0,0,0,0,0,3,4,3,5,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,1,0,0,1,0
5410fe3d08ad6ee3090e55b0,dublin,female,0,other,0,0,0,41.0,False,0,0,0,0,0,3,3,2,3,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,0,0,0,1,0
5410fe8808ad6ee3090e56ad,dublin,male,0,other,0,0,0,21.0,True,0,0,0,0,0,0,2,3,4,1,3,1,4,2,4,2,4,4,3,2,5,3,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,1,0,0,1,0,1,1,0,1,1
5410fe8808ad6ee3090e56b0,dublin,male,0,british,0,0,0,23.0,False,0,0,0,0,0,0,4,4,4,3,4,3,2,2,2,2,2,2,2,4,2,3,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,0,0,0,1,0
5410fe9f08ad6ee3090e5709,dublin,female,1,other,0,4,0,18.0,False,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,5,5,0,0,0,0,3,5,1,4,1,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,0,0,0,1,0
5410fea008ad6ee3090e5711,dublin,male,0,other,0,2,0,22.0,False,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,5,5,0,0,0,0,5,4,2,4,5,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,0,0,0,1,0
5410fea008ad6ee3090e5718,dublin,female,0,other,0,3,0,17.0,False,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,4,4,0,0,0,0,3,2,3,4,4,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,0,0,0,1,0
5410ff7208ad6ee3090e5a53,dublin,male,0,irish,0,0,0,26.0,False,0,0,0,0,0,0,4,3,5,2,2,1,3,4,4,2,1,4,4,2,3,1,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,1,0,1,0,0,1,1
5410ff9208ad6ee3090e5ad9,dublin,male,1,irish,0,2,0,21.0,False,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,3,5,0,0,0,0,4,4,1,2,4,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,1,0,1,1,0,0,1
5410ffda08ad6ee3090e5baa,dublin,male,0,other,0,3,0,21.0,False,0,0,0,0,0,1,4,3,2,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,0,0,1,0,0
