,p,adjustedP,F,T2,df1,df2,D2
"('song_tension', 'personality_outgoing')",0.9235965018741392,1,2.650187557053062,5.3620073828748005,2,86,0.24126322400195008
"('song_tension', 'personality_reserved')",0.9151405856285297,1,2.5388866218652355,5.13681711865757,2,86,0.23113080058671573
"('song_tension', 'personality_stress')",0.8957438841744715,1,2.321398591491775,4.696783196739172,2,86,0.21133149874104468
"('song_tension', 'personality_thorough')",0.8924971596501889,1,2.2890877941201144,4.631410188103487,2,86,0.20839004385298804
"('song_tension', 'personality_trusting')",0.8851475697668687,1,2.219490058291453,4.490596164450149,2,86,0.2020541246896174
"('age', 'musical_expertise')",0.9651671471216992,1,3.4185255085855277,6.873809355973051,2,186,0.1455793330657672
"('age', 'concentration')",0.7942778875797288,1,1.5947478923401495,3.2066436114796555,2,186,0.06791300342555523
"('age', 'personality_artistic')",0.8449530783376987,1,1.8828335595745194,3.7859126412950013,2,186,0.08018125159174756
"('age', 'personality_fault')",0.7736997300594523,1,1.4978263098657336,3.0117582789773354,2,186,0.0637855574548091
"('age', 'personality_imagination')",0.9275710034203144,1,2.6625502064994118,5.353729985111721,2,186,0.11338580985949297
"('age', 'personality_lazy')",0.8122381730471856,1,1.6877120391902396,3.393571519662095,2,186,0.07187192035142716
"('age', 'personality_nervous')",0.7866071737587526,1,1.5575190325918258,3.1317855816631335,2,186,0.0663275969222694
"('age', 'personality_outgoing')",0.775973403082004,1,1.5080874657444807,3.0323909257442785,2,186,0.06422253305307807
"('age', 'personality_reserved')",0.8133371713221079,1,1.6936891071736955,3.4055899251772157,2,186,0.07212645628176756
"('age', 'personality_stress')",0.807400415864371,1,1.6618148690688002,3.3414987152243616,2,186,0.0707690785720982
"('age', 'personality_thorough')",0.8082936094894153,1,1.6665464033133708,3.3510126604258104,2,186,0.07097057292923332
"('age', 'personality_trusting')",0.8190228113678388,1,1.725190628076103,3.4689316930132392,2,186,0.07346796167408137
"('musical_expertise', 'concentration')",0.793824665398832,1,1.5925095260111835,3.2021428103665732,2,186,0.067817681662851
"('musical_expertise', 'personality_artistic')",0.6951320652815173,1,1.1954952947267028,2.4038453775687465,2,186,0.050910665212964265
"('musical_expertise', 'personality_fault')",0.6809768080138079,1,1.1495379730152284,2.311436569396212,2,186,0.04895355352038145
"('musical_expertise', 'personality_imagination')",0.7887865884903054,1,1.5679572037001255,3.152774162278747,2,186,0.06677211078783989
"('musical_expertise', 'personality_lazy')",0.7683529884177545,1,1.474101224105785,2.9640529990084064,2,186,0.06277521479298395
"('musical_expertise', 'personality_nervous')",0.680635105491413,1,1.148454230295169,2.309257430808566,2,186,0.0489074018851209
"('musical_expertise', 'personality_outgoing')",0.7088134819555512,1,1.2420116643595085,2.497378292851915,2,186,0.05289158419419677
"('musical_expertise', 'personality_reserved')",0.6827716651623855,1,1.1552498733040193,2.322921788256469,2,186,0.04919679717396601
"('musical_expertise', 'personality_stress')",0.6830320565394541,1,1.156081247303901,2.3245934757616076,2,186,0.04923220158213176
"('musical_expertise', 'personality_thorough')",0.7018695828076638,1,1.2181329383593011,2.4493640803568746,2,186,0.051874698698728065
"('musical_expertise', 'personality_trusting')",0.7296756166192113,1,1.3173759680243748,2.648917269038259,2,186,0.0561010044652881
"('concentration', 'personality_artistic')",0.480173608248405,1,0.6565671712996629,1.3201942046563115,2,186,0.027960186539673117
"('concentration', 'personality_fault')",0.20669812438903676,1,0.23183995221970272,0.46617280715144527,2,186,0.009873000958272428
"('concentration', 'personality_imagination')",0.6084372560753274,1,0.942351841076577,1.8948364976486012,2,186,0.04013044577046007
"('concentration', 'personality_lazy')",0.405875000161362,1,0.5221257552164236,1.049865765865282,2,186,0.02223494282256144
"('concentration', 'personality_nervous')",0.20053117248504398,1,0.2240772541559706,0.450563941152328,2,186,0.009542423227004706
"('concentration', 'personality_outgoing')",0.2143338805025379,1,0.24153647433952766,0.48567011506980295,2,186,0.010285931392670637
"('concentration', 'personality_reserved')",0.2118788533596408,1,0.2384085243044699,0.4793805811283427,2,186,0.010152726337209409
"('concentration', 'personality_stress')",0.2708434068430558,1,0.31640378001358893,0.6362097512101197,2,186,0.013474186797256009
"('concentration', 'personality_thorough')",0.24401004913583274,1,0.2801483019262099,0.5633089511849596,2,186,0.011930232157547889
"('concentration', 'personality_trusting')",0.2976639522736297,1,0.3540153844622367,0.7118373859617018,2,186,0.015075892643070556
"('personality_artistic', 'personality_fault')",0.26466261343277336,1,0.3079345379132337,0.6191801998900506,2,186,0.013113520593816626
"('personality_artistic', 'personality_imagination')",0.519674845638876,1,0.73619056520421,1.480297157991261,2,186,0.031350981943113886
"('personality_artistic', 'personality_lazy')",0.400595511926373,1,0.5132296017574924,1.031977801383345,2,186,0.021856096421050224
"('personality_artistic', 'personality_nervous')",0.24988782095224651,1,0.2879774589624596,0.5790514497417198,2,186,0.012263640071849512
"('personality_artistic', 'personality_outgoing')",0.2893835472860803,1,0.34225066242179825,0.6881814394932932,2,186,0.014574887053365354
"('personality_artistic', 'personality_reserved')",0.25234606986291735,1,0.29127023835456195,0.5856724147559471,2,186,0.012403864454154416
"('personality_artistic', 'personality_stress')",0.28148793564084995,1,0.3311609973965104,0.6658828657327682,2,186,0.014102629047903764
"('personality_artistic', 'personality_thorough')",0.28062129249699386,1,0.32995127599899887,0.6634504151807827,2,186,0.014051112558176596
"('personality_artistic', 'personality_trusting')",0.3713445281506205,1,0.46533220467430375,0.9356679814418796,2,186,0.01981636581045666
"('personality_fault', 'personality_imagination')",0.48087063905157856,1,0.6579184452337892,1.3229112823518128,2,186,0.028017731103147984
"('personality_fault', 'personality_lazy')",0.2840177387481316,1,0.3347007286317987,0.6730003898295308,2,186,0.014253369977339905
"('personality_fault', 'personality_nervous')",0.024141363899922646,1,0.024440754119835865,0.0491443120474119,2,186,0.0010408196971045326
"('personality_fault', 'personality_outgoing')",0.05905955553183615,1,0.06089535912014991,0.12244550704804337,2,186,0.002593254239363536
"('personality_fault', 'personality_reserved')",0.03920336055733856,1,0.040001106048608015,0.08043233151709353,2,186,0.0017034637670025412
"('personality_fault', 'personality_stress')",0.08899392583417544,1,0.09325243571259564,0.18750758578769233,2,186,0.003971193827193394
"('personality_fault', 'personality_thorough')",0.06755220916697167,1,0.06996842454536702,0.14068919774175948,2,186,0.002979634510667026
"('personality_fault', 'personality_trusting')",0.165874927432558,1,0.18154889478647576,0.36504992822656956,2,186,0.007731335324386111
"('personality_imagination', 'personality_lazy')",0.5835894022299138,1,0.8802229435397483,1.7699106499132573,2,186,0.03748466078368508
"('personality_imagination', 'personality_nervous')",0.472261699613929,1,0.6413561392353472,1.2896085810431175,2,186,0.027312418401742405
"('personality_imagination', 'personality_outgoing')",0.601098692978188,1,0.9235972971369167,1.8571257480064884,2,186,0.039331775702961265
