_id,location,language,nationality,age,sex,hearing_impairments,personality_trusting,personality_artistic,personality_imagination,personality_reserved,personality_outgoing,personality_lazy,personality_stress,personality_nervous,personality_fault,personality_thorough,musical_expertise,concentration,critical_reaction,control_power,control_like_dislike,control_tension,control_engagement,control_activity,control_positivity,song_power,song_like_dislike,song_tension,song_engagement,song_activity,song_positivity,song_familiarity,musical_background,visual_impairments,song_inspired,song_wonder,song_spirituality,song_thrills,song_chills,song_tenderness,song_nostalgia,song_goosebumps,song_overwhelmed,song_shivers,song_chillsshiversthrills,song_transcendence,song_sadness,song_joyfulactivation,song_peacefulness,song,musicpref_traditional_irish,musicpref_world,musicpref_dance,musicpref_rock,musicpref_jazz,musicpref_hip_hop,musicpref_none,musicpref_classical,musicpref_hiphop,musicpref_pop,musicpref_folk
570eb78a83a73509d0e03ea6,taipei_city,en,taiwanese,13.0,female,0,4,3,5,5,4,4,5,5,4,1,3,5,True,2,3,1,3,3,3,5,5,5,5,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,0,1,0,1,0
570eb79583a73509d0e0421c,taipei_city,en,taiwanese,13.0,female,0,4,3,3,3,3,5,3,3,4,2,2,3,True,3,5,4,4,3,4,3,5,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,0,0,0,1,0
570eb74483a73509d0e027df,taipei_city,en,taiwanese,18.0,female,0,2,3,2,4,1,4,2,3,3,2,1,2,True,3,2,2,2,2,2,3,3,3,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,0,1,0,0,0
570eb7aa83a73509d0e048ae,taipei_city,zh_TW,taiwanese,28.0,female,0,4,1,2,4,2,4,4,2,4,4,3,5,True,4,1,3,3,3,2,4,5,5,4,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,1,1,0,0,0,0,1,0
570eb75483a73509d0e02d40,taipei_city,en,american,14.0,female,0,4,1,5,3,2,5,4,4,2,3,3,4,True,4,1,3,1,1,2,4,4,5,5,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,0,0,1,1,0
570eb72383a73509d0e01cf8,taipei_city,en,taiwanese,11.0,male,0,1,5,5,3,5,5,4,2,4,3,1,5,True,5,5,4,5,5,5,5,5,5,5,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,1,0,0,0,0,0,0,0
570eb75a83a73509d0e02f39,taipei_city,en,taiwanese,14.0,female,0,2,3,3,2,4,4,3,3,4,2,3,4,True,3,4,4,4,3,4,4,5,4,5,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,1,0,0,0,0,0,0,1,0
570eb78b83a73509d0e03f1b,taipei_city,en,taiwanese,9.0,male,0,2,2,4,4,2,2,4,2,4,4,1,4,True,2,3,2,3,4,3,2,5,4,5,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,0,1,0,0,0
570eb72c83a73509d0e01ff0,taipei_city,zh_TW,taiwanese,8.0,male,0,5,4,4,4,2,4,2,4,5,3,2,3,True,2,1,2,2,3,1,3,5,5,5,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,1,0,0,0,0,0,1,0
570eb76283a73509d0e03220,taipei_city,zh_TW,taiwanese,13.0,male,0,3,3,3,3,3,3,3,3,3,3,3,5,True,3,1,5,3,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,0,0,0,0,1
570eb76f83a73509d0e0361a,taichung_city,en,taiwanese,27.0,female,0,4,4,3,4,1,4,2,4,5,4,2,2,True,4,3,4,3,5,4,3,4,4,4,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,0,0,0,1,1
570eb7aa83a73509d0e04895,taichung_city,en,taiwanese,14.0,male,0,4,5,4,3,4,2,4,5,3,3,3,5,True,3,4,3,3,3,3,3,4,3,4,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,1,0,0,0,0,0,0,0,0,0
570eb76a83a73509d0e03493,taichung_city,en,taiwanese,17.0,male,0,1,1,1,1,1,1,1,1,1,1,1,2,True,3,3,3,1,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,1,0,0,0,0,0,0,0,0,0
570eb73983a73509d0e02466,taichung_city,en,taiwanese,9.0,male,0,4,1,3,3,5,1,5,5,4,3,2,4,True,2,1,4,4,4,3,5,5,4,5,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,1,0,0,0,0,0,0
570eb72f83a73509d0e02101,taichung_city,en,taiwanese,19.0,female,0,4,1,4,4,3,3,4,2,4,4,1,5,True,3,5,3,4,5,4,5,2,2,3,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,0,0,0,1,0
5410f6d008ad6ee3090e399c,dublin,other,irish,20.0,male,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,3,3,4,5,4,2,0,0,3,4,1,1,4,4,1,3,2,2,0,0,0,0,0,hallelujah,1,0,1,1,1,0,0,0,0,1,0
5410f6d108ad6ee3090e39ad,dublin,other,british,32.0,male,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,1,4,1,3,4,5,0,0,4,5,4,1,4,5,5,4,4,3,0,0,0,0,0,hallelujah,0,0,0,0,0,0,1,0,0,0,0
5410f76708ad6ee3090e3c1a,dublin,other,irish,33.0,male,1,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,4,3,4,4,4,3,0,0,2,2,4,1,2,4,2,1,3,2,0,0,0,0,0,hallelujah,0,0,1,0,0,0,0,0,0,0,0
5410f7fc08ad6ee3090e3e4e,dublin,other,british,25.0,male,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,2,4,1,5,3,4,0,0,2,4,4,4,4,5,5,3,4,1,0,0,0,0,0,hallelujah,0,0,0,1,0,0,0,0,0,1,0
5410f88208ad6ee3090e407b,dublin,other,irish,27.0,female,1,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,1,4,1,4,3,5,0,0,2,4,4,2,1,2,4,3,4,2,0,0,0,0,0,hallelujah,1,0,0,1,0,0,0,0,0,1,0
5410fa6408ad6ee3090e46e0,dublin,other,irish,23.0,female,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,5,2,5,2,5,4,0,0,1,2,2,1,1,1,2,1,1,1,0,0,0,0,0,hallelujah,0,0,0,1,0,1,0,0,0,1,0
5410fa6408ad6ee3090e46e4,dublin,other,irish,25.0,female,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,1,4,1,3,2,4,0,0,3,3,4,1,1,4,5,1,3,1,0,0,0,0,0,hallelujah,1,1,1,1,1,1,0,1,0,1,0
5410fb2f08ad6ee3090e49d7,dublin,other,other,28.0,female,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,1,5,1,1,1,5,0,0,4,1,3,1,3,4,4,3,1,3,0,0,0,0,0,hallelujah,0,1,1,0,0,0,0,0,0,1,0
5410fba108ad6ee3090e4b8b,dublin,other,irish,15.0,female,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,3,4,4,4,3,2,0,0,2,2,2,2,2,1,2,2,2,2,0,0,0,0,0,hallelujah,0,0,0,1,0,0,0,0,0,0,0
5410fba308ad6ee3090e4baa,dublin,other,irish,43.0,female,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,1,5,1,5,4,5,0,0,1,5,5,1,4,5,5,3,5,4,0,0,0,0,0,hallelujah,0,0,0,0,0,0,0,0,0,1,0
5410fc6508ad6ee3090e4e96,dublin,other,irish,24.0,male,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,2,2,1,3,2,3,0,0,3,2,1,3,2,4,3,4,3,2,0,0,0,0,0,hallelujah,0,0,0,1,0,1,0,0,0,0,0
5410fc6508ad6ee3090e4e9a,dublin,other,british,20.0,male,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,2,1,1,3,4,3,0,0,3,4,4,4,4,4,5,3,4,4,0,0,0,0,0,hallelujah,0,0,0,1,0,0,0,0,0,0,0
5410fc6708ad6ee3090e4eb4,dublin,other,british,27.0,female,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,1,4,2,4,2,3,0,0,3,5,3,4,4,4,5,1,4,1,0,0,0,0,0,hallelujah,0,0,1,1,0,1,0,0,0,1,0
5410fe0208ad6ee3090e54c4,dublin,other,other,12.0,female,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,2,4,3,4,2,4,0,0,2,2,3,1,1,3,1,1,1,1,0,0,0,0,0,hallelujah,0,0,0,1,0,1,0,0,0,1,0
5410fe8808ad6ee3090e56ad,dublin,other,other,21.0,male,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,1,3,1,2,3,4,0,0,4,2,4,2,4,4,3,2,5,3,0,0,0,0,0,hallelujah,0,0,1,1,1,1,0,1,0,1,0
5410fe8808ad6ee3090e56b0,dublin,other,british,23.0,male,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,3,4,3,4,4,4,0,0,2,2,2,2,2,2,2,4,2,3,0,0,0,0,0,hallelujah,0,0,0,0,0,0,0,0,0,1,0
541101e408ad6ee3090e63be,dublin,other,irish,21.0,male,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,1,3,1,2,4,4,0,0,4,2,2,4,4,4,4,5,3,3,0,0,0,0,0,hallelujah,0,0,1,1,0,0,0,0,0,1,0
541102b008ad6ee3090e6671,dublin,other,irish,41.0,female,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,3,4,4,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,hallelujah,0,0,0,1,0,0,0,0,0,0,0
541102b108ad6ee3090e6683,dublin,other,irish,21.0,female,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,4,4,5,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,hallelujah,0,0,0,0,0,0,0,0,0,1,0
5411036108ad6ee3090e68e1,dublin,other,irish,11.0,male,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,2,3,2,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hallelujah,0,0,0,1,0,0,0,0,0,0,0
5411041208ad6ee3090e6b71,dublin,other,other,21.0,male,1,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,3,3,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,hallelujah,0,0,0,0,0,1,0,0,0,1,0
5411059808ad6ee3090e70dc,dublin,other,irish,11.0,female,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,3,5,5,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hallelujah,0,0,0,0,0,0,0,0,0,1,0
541106b708ad6ee3090e752c,dublin,other,other,21.0,male,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,1,4,1,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,hallelujah,1,0,0,1,0,0,0,0,0,1,0
5411076d08ad6ee3090e7774,dublin,other,irish,41.0,male,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,3,4,1,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,hallelujah,0,0,1,1,1,0,0,0,0,1,0
5410f7b408ad6ee3090e3d16,dublin,other,irish,31.0,male,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,1,3,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,hallelujah,0,0,1,1,0,0,0,0,0,0,0
5410f7b408ad6ee3090e3d1c,dublin,other,irish,21.0,male,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,3,4,1,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,hallelujah,0,0,0,1,0,1,0,0,0,1,0
5410f9f808ad6ee3090e4547,dublin,other,irish,41.0,male,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,2,5,3,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,hallelujah,0,0,0,1,0,0,0,0,0,0,0
5410fc0708ad6ee3090e4d0f,dublin,other,other,21.0,female,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,1,2,1,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,hallelujah,0,0,0,1,0,0,0,1,0,1,0
5410fc0808ad6ee3090e4d23,dublin,other,other,21.0,female,1,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,1,5,1,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,hallelujah,0,1,0,1,0,0,0,0,0,1,0
5410fc0908ad6ee3090e4d43,dublin,other,other,71.0,female,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,1,4,1,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,hallelujah,1,0,0,1,0,0,0,1,0,0,0
5410fcba08ad6ee3090e4fdc,dublin,other,irish,31.0,female,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,1,5,1,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,hallelujah,0,0,0,1,0,0,0,0,0,0,0
5410fd5c08ad6ee3090e5223,dublin,other,irish,32.0,male,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,1,3,1,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,hallelujah,1,1,0,1,1,1,0,1,0,1,0
5410fda608ad6ee3090e5348,dublin,other,irish,21.0,male,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,4,3,5,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hallelujah,0,0,0,1,0,0,0,0,0,0,0
5410ffdb08ad6ee3090e5bb8,dublin,other,irish,21.0,male,0,0,0,0,0,0,0,0,0,0,0,1,0,True,0,0,0,0,0,0,0,2,4,3,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hallelujah,0,0,1,1,0,0,0,0,0,0,0
5411015608ad6ee3090e6171,dublin,other,irish,12.0,male,0,0,0,0,0,0,0,0,0,0,0,2,0,True,0,0,0,0,0,0,0,4,4,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hallelujah,0,0,0,0,0,0,0,0,0,1,0
541101b808ad6ee3090e62eb,dublin,other,irish,39.0,male,0,0,0,0,0,0,0,0,0,0,0,2,0,True,0,0,0,0,0,0,0,3,3,1,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,hallelujah,0,0,1,0,1,0,0,0,0,1,0
541101b908ad6ee3090e6304,dublin,other,irish,29.0,female,0,0,0,0,0,0,0,0,0,0,0,3,0,True,0,0,0,0,0,0,0,2,4,2,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hallelujah,0,1,0,1,0,0,0,0,0,1,0
5411031008ad6ee3090e67e0,dublin,other,irish,34.0,female,1,0,0,0,0,0,0,0,0,0,0,4,0,True,0,0,0,0,0,0,0,1,5,1,2,1,5,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,hallelujah,0,0,0,1,0,0,0,0,0,1,0
5411031108ad6ee3090e67ed,dublin,other,irish,19.0,male,0,0,0,0,0,0,0,0,0,0,0,5,0,True,0,0,0,0,0,0,0,1,1,1,2,4,5,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,hallelujah,0,0,0,1,0,0,0,0,0,0,0
5411031208ad6ee3090e67fb,dublin,other,irish,29.0,male,0,0,0,0,0,0,0,0,0,0,0,4,0,True,0,0,0,0,0,0,0,1,4,2,2,4,5,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,hallelujah,0,1,1,1,1,0,0,0,0,0,0
5411047608ad6ee3090e6ccd,dublin,other,irish,56.0,female,0,0,0,0,0,0,0,0,0,0,0,4,0,True,0,0,0,0,0,0,0,1,4,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,hallelujah,1,1,0,1,0,0,0,1,0,0,0
541105e008ad6ee3090e720c,dublin,other,irish,20.0,female,0,0,0,0,0,0,0,0,0,0,0,3,0,True,0,0,0,0,0,0,0,3,3,2,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hallelujah,0,1,0,1,1,1,0,0,0,1,0
5410f93408ad6ee3090e426d,dublin,other,other,34.0,female,0,0,0,0,0,0,0,0,0,0,0,1,0,True,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,5,0,0,0,0,2,5,1,2,hallelujah,0,0,0,0,0,0,1,0,0,0,0
5410fb3f08ad6ee3090e4a25,dublin,other,other,33.0,female,0,0,0,0,0,0,0,0,0,0,0,1,0,True,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,4,0,0,0,1,2,0,0,0,0,4,4,1,3,hallelujah,0,1,1,0,1,0,0,0,0,1,0
5410fe9f08ad6ee3090e5709,dublin,other,other,18.0,female,0,0,0,0,0,0,0,0,0,0,0,4,0,True,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,0,0,0,5,5,0,0,0,0,3,5,1,4,hallelujah,0,0,0,0,0,0,0,0,0,1,0
5410fea008ad6ee3090e5718,dublin,other,other,17.0,female,0,0,0,0,0,0,0,0,0,0,0,3,0,True,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,4,0,0,0,4,4,0,0,0,0,3,2,3,4,hallelujah,0,0,0,0,0,0,0,0,0,1,0
541100bb08ad6ee3090e5f1f,dublin,other,irish,16.0,female,0,0,0,0,0,0,0,0,0,0,0,4,0,True,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,4,0,0,0,5,4,0,0,0,0,3,2,2,4,hallelujah,0,0,0,0,0,0,0,0,0,1,0
541103ac08ad6ee3090e69ee,dublin,other,irish,18.0,female,0,0,0,0,0,0,0,0,0,0,0,3,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,1,0,0,0,0,0,0,0
5411065508ad6ee3090e73b9,dublin,other,irish,16.0,male,1,0,0,0,0,0,0,0,0,0,0,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,1,0,0,0,0,0
5411065608ad6ee3090e73c6,dublin,other,other,43.0,male,0,0,0,0,0,0,0,0,0,0,0,4,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,0,1,0,0,0
5411065708ad6ee3090e73d0,dublin,other,other,49.0,female,0,0,0,0,0,0,0,0,0,0,0,5,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,1,1,0,1,0,0,0,1,0,1,0
5411065708ad6ee3090e73dc,dublin,other,irish,55.0,female,0,0,0,0,0,0,0,0,0,0,0,4,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,1,0,0,0,0,1,0,1,0
5411070e08ad6ee3090e7627,dublin,other,irish,27.0,female,0,0,0,0,0,0,0,0,0,0,0,3,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,1,0,0,0,0,0,1,0
570eb7b383a73509d0e04b39,taipei_city,en,taiwanese,16.0,female,0,5,3,1,4,2,3,3,4,3,3,1,5,False,3,5,5,4,4,4,4,5,5,5,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,1,0,0,0,0,0,1,0
570eb7b783a73509d0e04cb8,taipei_city,en,taiwanese,34.0,female,0,5,3,3,4,1,2,2,3,1,4,1,5,False,5,5,4,4,4,5,4,3,4,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,0,0,0,1,0
570eb7a083a73509d0e04592,taipei_city,en,taiwanese,9.0,male,0,4,2,3,3,2,2,3,2,2,3,1,3,False,2,3,4,3,3,3,3,5,4,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,0,1,0,0,0
570eb74683a73509d0e02897,taipei_city,zh_TW,taiwanese,12.0,male,0,4,4,4,4,4,4,4,4,4,4,5,5,False,5,4,4,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,0,1,0,0,0
570eb79083a73509d0e0407e,taipei_city,en,taiwanese,33.0,male,0,5,2,5,2,4,5,5,2,1,1,2,5,False,4,2,4,4,3,3,1,5,5,5,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,1,1,0,0,0,0,0,0,0
570eb75a83a73509d0e02f2d,taipei_city,en,taiwanese,14.0,male,0,4,1,5,5,2,3,2,4,1,3,3,5,False,3,5,5,4,4,4,4,5,5,5,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,1,0,0,0,0,0,1,0,1,0
570eb73483a73509d0e0227d,taipei_city,en,taiwanese,20.0,male,0,4,1,4,4,2,5,4,5,3,2,3,4,False,3,5,4,3,3,4,2,5,4,4,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,1,1,0,0,0,0,0,0
570eb73683a73509d0e02365,taipei_city,en,taiwanese,25.0,female,0,2,2,5,4,2,4,4,3,4,4,3,4,False,5,2,3,4,2,3,5,4,4,4,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,0,0,0,1,0
570eb75883a73509d0e02e8b,taipei_city,en,taiwanese,15.0,female,0,5,2,3,4,2,5,2,5,4,2,3,3,False,1,2,1,2,2,2,1,5,5,4,4,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,1,0,0,1,0,1,1
570eb72783a73509d0e01e26,taipei_city,zh_TW,taiwanese,48.0,female,0,4,2,4,2,3,4,4,5,4,2,2,5,False,5,3,4,4,3,4,5,4,5,5,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,0,0,0,1,0
