0,570eb78a83a73509d0e03e98,25,4.0,0.0,1.0,taiwanese,2.0,2.0,2.0,3.0,4.0,1.0,4.0,2.0,4.0,4.0,3.0,4.0,1.0,3.0,4.0,4.0,female,1,taipei_city,en,0,0,0,0,0,1,0,0,0,0
1,570eb76a83a73509d0e0349c,18,4.0,0.0,3.0,taiwanese,4.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,1.0,3.0,4.0,4.0,female,0,taipei_city,en,0,0,0,1,0,1,0,0,0,0
2,570eb7be83a73509d0e04ef8,18,2.0,0.0,4.0,taiwanese,1.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,1.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,female,0,taipei_city,en,0,0,0,1,0,1,1,0,1,0
3,570eb72183a73509d0e01c55,35,5.0,0.0,3.0,taiwanese,2.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,5.0,1.0,3.0,3.0,4.0,female,0,taipei_city,en,0,0,0,0,0,1,1,0,0,0
4,570eb74483a73509d0e027e3,22,4.0,0.0,2.0,taiwanese,3.0,2.0,2.0,5.0,4.0,2.0,4.0,2.0,4.0,5.0,3.0,4.0,2.0,3.0,4.0,3.0,female,0,taichung_city,en,0,0,0,0,0,1,0,0,0,0
5,570eb73083a73509d0e0214b,10,3.0,0.0,3.0,taiwanese,3.0,2.0,3.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,female,0,taipei_city,en,0,0,0,0,0,1,0,0,0,0
6,570eb71e83a73509d0e01ba1,34,4.0,0.0,2.0,taiwanese,3.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,female,0,taipei_city,zh_TW,0,0,0,0,0,1,0,0,0,0
7,570eb79b83a73509d0e04409,17,4.0,0.0,4.0,taiwanese,2.0,2.0,4.0,5.0,4.0,1.0,4.0,4.0,2.0,4.0,4.0,5.0,1.0,4.0,4.0,5.0,female,0,taipei_city,en,0,0,0,0,0,1,0,1,0,0
8,570eb79f83a73509d0e0454a,38,5.0,0.0,1.0,taiwanese,5.0,2.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,male,0,taipei_city,en,0,0,0,1,0,0,0,0,1,0
9,570eb74d83a73509d0e02adb,40,4.0,0.0,1.0,taiwanese,2.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,female,0,taichung_city,en,0,0,0,0,0,1,1,0,0,0
10,570eb76583a73509d0e032db,38,3.0,0.0,2.0,taiwanese,2.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,female,0,taipei_city,en,0,0,0,0,0,1,0,0,0,0
11,570eb75483a73509d0e02d40,14,4.0,0.0,3.0,american,1.0,2.0,5.0,5.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,female,0,taipei_city,en,0,1,0,0,0,1,0,0,0,0
12,570eb79783a73509d0e042a0,28,3.0,0.0,5.0,taiwanese,1.0,2.0,2.0,4.0,4.0,2.0,4.0,5.0,3.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,female,0,taipei_city,zh_TW,0,0,0,0,0,1,1,0,0,0
13,570eb72983a73509d0e01ee3,22,4.0,0.0,3.0,taiwanese,1.0,2.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,5.0,4.0,5.0,2.0,4.0,3.0,3.0,female,0,taipei_city,en,0,0,0,0,0,1,0,0,1,0
14,570eb76e83a73509d0e035d9,1,5.0,0.0,1.0,taiwanese,2.0,2.0,4.0,2.0,5.0,3.0,4.0,5.0,3.0,2.0,5.0,4.0,1.0,4.0,4.0,5.0,female,0,taipei_city,en,0,0,0,0,0,0,1,0,0,0
15,570eb73d83a73509d0e02597,19,3.0,1.0,1.0,taiwanese,2.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,5.0,4.0,3.0,1.0,4.0,4.0,5.0,female,1,taichung_city,en,0,0,0,0,0,1,0,0,0,0
16,570eb7a583a73509d0e0471d,41,4.0,0.0,2.0,taiwanese,2.0,2.0,4.0,4.0,2.0,4.0,2.0,3.0,3.0,4.0,3.0,5.0,1.0,4.0,4.0,4.0,male,0,taipei_city,en,0,0,0,0,0,1,1,0,0,0
17,570eb74283a73509d0e0275a,37,4.0,0.0,2.0,taiwanese,2.0,2.0,3.0,3.0,3.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,female,0,taichung_city,zh_TW,0,0,0,0,0,1,0,1,0,0
18,570eb75583a73509d0e02d98,41,3.0,0.0,1.0,taiwanese,3.0,2.0,2.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,female,0,taipei_city,zh_TW,0,0,0,0,0,1,0,0,1,0
19,570eb73183a73509d0e021ba,20,4.0,0.0,3.0,taiwanese,2.0,2.0,4.0,4.0,5.0,5.0,2.0,2.0,4.0,4.0,4.0,4.0,1.0,4.0,5.0,5.0,female,0,taichung_city,en,0,0,0,0,0,1,0,0,0,0
20,570eb73883a73509d0e023f2,9,5.0,0.0,1.0,taiwanese,1.0,2.0,5.0,1.0,4.0,1.0,4.0,2.0,3.0,4.0,5.0,5.0,1.0,5.0,4.0,5.0,male,0,taipei_city,zh_TW,0,0,0,0,0,1,0,0,0,0
21,570eb76d83a73509d0e035bd,40,4.0,0.0,1.0,taiwanese,3.0,2.0,2.0,2.0,4.0,1.0,3.0,1.0,2.0,3.0,1.0,5.0,1.0,5.0,5.0,5.0,female,0,taipei_city,en,0,0,0,0,0,0,1,0,0,0
22,570eb7b683a73509d0e04c45,22,4.0,0.0,4.0,taiwanese,1.0,2.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,5.0,5.0,5.0,2.0,4.0,female,1,taipei_city,en,0,0,0,0,0,1,0,0,0,0
23,570eb73283a73509d0e02206,13,5.0,0.0,3.0,taiwanese,4.0,2.0,4.0,5.0,1.0,4.0,4.0,5.0,2.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,male,0,taipei_city,en,0,0,0,0,0,1,0,0,0,0
24,570eb73183a73509d0e021c9,17,4.0,0.0,1.0,taiwanese,2.0,2.0,4.0,5.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,5.0,4.0,5.0,5.0,5.0,female,1,taipei_city,en,0,0,0,0,0,0,0,0,1,0
25,570eb78d83a73509d0e03fb8,55,4.0,0.0,3.0,taiwanese,2.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,5.0,4.0,5.0,5.0,5.0,female,1,taipei_city,en,0,0,1,0,0,1,1,0,1,0
26,570eb74683a73509d0e0284d,22,4.0,0.0,5.0,taiwanese,1.0,2.0,5.0,5.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,5.0,4.0,5.0,female,0,taipei_city,en,0,0,0,0,0,1,1,1,0,0
27,570eb71e83a73509d0e01b94,19,5.0,0.0,3.0,taiwanese,1.0,2.0,5.0,4.0,5.0,5.0,1.0,2.0,2.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,female,0,taipei_city,en,0,0,0,0,0,1,0,0,0,0
28,570eb78a83a73509d0e03e96,9,5.0,0.0,5.0,thai,1.0,2.0,5.0,2.0,4.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,1.0,5.0,5.0,5.0,male,1,taipei_city,zh_TW,0,0,0,0,0,1,0,0,0,0
29,570eb75283a73509d0e02cad,31,5.0,0.0,2.0,taiwanese,2.0,2.0,4.0,4.0,2.0,5.0,2.0,5.0,3.0,5.0,4.0,5.0,1.0,5.0,5.0,5.0,female,0,taipei_city,en,0,0,0,1,0,1,1,1,0,0
30,570eb7a183a73509d0e045e0,16,2.0,0.0,3.0,taiwanese,2.0,2.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,1.0,3.0,4.0,4.0,female,1,taichung_city,en,0,0,0,0,1,1,0,0,0,0
31,570eb75b83a73509d0e02f6a,25,4.0,0.0,1.0,taiwanese,2.0,2.0,2.0,5.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,1.0,4.0,3.0,5.0,female,1,taipei_city,en,0,1,1,0,1,1,0,0,1,0
32,570eb76d83a73509d0e035a0,44,4.0,0.0,4.0,taiwanese,2.0,2.0,5.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,1.0,4.0,5.0,4.0,male,1,taipei_city,en,0,0,0,0,1,1,0,0,0,0
33,570eb76a83a73509d0e034b7,19,5.0,0.0,4.0,taiwanese,1.0,2.0,3.0,5.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,5.0,5.0,female,1,taichung_city,en,0,0,0,0,1,1,1,0,0,0
34,570eb79983a73509d0e0436b,30,4.0,1.0,3.0,taiwanese,1.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,1.0,4.0,4.0,4.0,female,1,taipei_city,en,0,0,0,0,1,1,1,1,0,0
35,570eb78183a73509d0e03c14,24,4.0,0.0,1.0,taiwanese,2.0,2.0,2.0,5.0,3.0,1.0,4.0,3.0,2.0,2.0,1.0,5.0,4.0,5.0,5.0,5.0,female,0,taichung_city,en,0,0,0,0,1,1,0,0,0,0
36,570eb77a83a73509d0e03a11,21,5.0,0.0,2.0,taiwanese,2.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,female,0,taichung_city,en,0,0,0,0,1,1,1,0,0,0
37,570eb7af83a73509d0e049f2,10,5.0,0.0,2.0,taiwanese,5.0,2.0,4.0,3.0,2.0,5.0,3.0,3.0,3.0,5.0,3.0,5.0,1.0,5.0,5.0,5.0,male,0,taipei_city,en,0,1,0,0,1,1,0,0,0,0
38,570eb7a283a73509d0e0462b,22,4.0,1.0,4.0,japanese,5.0,3.0,5.0,4.0,1.0,2.0,5.0,1.0,4.0,1.0,2.0,1.0,2.0,2.0,3.0,4.0,female,1,taipei_city,en,0,1,1,0,0,0,0,1,0,0
39,570eb7b383a73509d0e04b3c,10,4.0,0.0,4.0,singaporean,5.0,3.0,3.0,2.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,2.0,1.0,2.0,3.0,3.0,male,0,taipei_city,en,0,0,0,0,0,0,1,0,0,0
40,570eb78183a73509d0e03c04,11,2.0,0.0,2.0,taiwanese,1.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,5.0,male,1,taipei_city,en,0,0,0,0,0,0,1,0,0,0
41,570eb73c83a73509d0e02565,20,4.0,0.0,1.0,taiwanese,2.0,3.0,5.0,5.0,3.0,4.0,3.0,2.0,3.0,4.0,1.0,3.0,1.0,3.0,3.0,3.0,female,0,taichung_city,en,0,1,0,0,0,0,0,0,0,0
42,570eb78c83a73509d0e03f6e,11,5.0,0.0,4.0,taiwanese,3.0,3.0,5.0,2.0,1.0,4.0,3.0,2.0,5.0,1.0,4.0,3.0,1.0,3.0,3.0,3.0,male,0,taipei_city,en,0,0,0,0,0,1,0,0,0,0
43,570eb7a183a73509d0e045c2,46,5.0,0.0,1.0,taiwanese,2.0,3.0,5.0,4.0,5.0,2.0,5.0,2.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,male,1,taipei_city,zh_TW,0,0,0,0,0,1,0,0,0,0
44,570eb72b83a73509d0e01f84,17,3.0,0.0,1.0,taiwanese,4.0,3.0,2.0,5.0,5.0,2.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,male,0,taipei_city,en,0,0,0,0,0,1,0,0,0,0
45,570eb74683a73509d0e0289b,12,3.0,0.0,1.0,taiwanese,3.0,3.0,3.0,5.0,4.0,2.0,5.0,2.0,2.0,5.0,3.0,3.0,1.0,4.0,4.0,4.0,male,0,taipei_city,zh_TW,0,0,0,0,0,1,0,0,0,0
46,570eb77b83a73509d0e03a1b,27,3.0,0.0,1.0,taiwanese,4.0,3.0,4.0,3.0,4.0,2.0,4.0,2.0,2.0,4.0,3.0,4.0,1.0,4.0,4.0,3.0,male,1,taipei_city,en,0,0,0,0,0,1,0,0,0,0
47,570eb7ac83a73509d0e04918,54,5.0,0.0,2.0,japanese,2.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,4.0,4.0,5.0,1.0,4.0,5.0,5.0,female,1,taipei_city,en,0,0,0,0,0,0,1,0,0,0
48,570eb7b083a73509d0e04a3c,47,4.0,0.0,2.0,taiwanese,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,female,0,taipei_city,zh_TW,0,0,0,0,0,1,1,0,0,0
